Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
535201,RMFINAFRD4,Reliance Yearly Interval Fund Series 4 Dividend Payout Option,Active,F ,10.00,INF204K01S74,,MF
535203,RMFINAFRR4,Reliance Yearly Interval Fund Series 4 Dividend Reinvestment Option,Active,F ,10.00,INF204K01S82,,MF
535206,IPRU2022,ICICI Prudential Interval Fund- Series VI-Annual Plan- C- Regular Plan Cumulative,Active,F ,10.00,INF109K014Q4,,MF
535207,IPRU2023,ICICI Prudential Interval Fund-Series VI-Annual Plan- C- Regular Plan Dividend,Active,F ,10.00,INF109K015Q1,,MF
535208,IPRU8223,ICICI Prudential Interval Fund-Series VI-Annual Plan- C- Direct Plan Cumulative,Active,F ,10.00,INF109K016Q9,,MF
535209,IPRU8224,ICICI Prudential Interval Fund-Series VI-Annual  Plan- A- Direct Plan Dividend,Active,F ,10.00,INF109K017Q7,,MF
535214,KTKFMP97G,Kotak Mahindra Mutual Fund - Kotak FMP  Series 97 - Regular Plan- Growth option,Active,F ,10.00,INF174K01NZ3,,MF
535215,KTKFMP97D,Kotak Mahindra Mutual Fund - Kotak FMP  Series 97 - Regular Plan- Dividend option,Active,F ,10.00,INF174K01OA4,,MF
535216,KTKFMP97GD,Kotak Mahindra Mutual Fund - Kotak FMP Series 97 - Direct Plan- Growth option,Active,F ,10.00,INF174K01OB2,,MF
535263,IPRU2032,ICICI Prudential Interval Fund VI-Annual Interval Plan D- Regular- Plan Cumulative,Active,F ,10.00,INF109K018Q5,,MF
535264,IPRU2033,ICICI Prudential Interval Fund VI-Annual Interval Plan D- Regular Plan- Dividend,Active,F ,10.00,INF109K019Q3,,MF
535265,IPRU8233,ICICI Prudential Interval Fund VI-Annual Interval Plan D- Direct Plan- Cumulative,Active,F ,10.00,INF109K010R0,,MF
535266,IPRU8234,ICICI Prudential Interval Fund VI-Annual Interval Plan D- Direct Plan -Dividend,Active,F ,10.00,INF109K011R8,,MF
535310,HRGESSRG1,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1-February 2013 - Regular Plan - G O,Active,F ,10.00,INF179K01E63,,MF
535311,HRGESSRD1,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1-February 2013 - Regular Plan- D P O,Active,F ,10.00,INF179K01E71,,MF
535312,HRGESSDG1,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1-February 2013 - Direct Plan- Growth Option,Active,F ,10.00,INF179K01E89,,MF
535313,HRGESSDD1,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1-February 2013 - Direct Plan- D P O,Active,F ,10.00,INF179K01E97,,MF
535345,RMFINAFDG5,Reliance Yearly Interval Fund- Series 5- Direct Plan Growth Option,Active,F ,10.00,INF204K01T57,,MF
535346,RMFINAFDD5,Reliance Yearly Interval Fund Series 5 Direct Plan- Dividend Payout Option,Active,F ,10.00,INF204K01T65,,MF
535347,RMFINAFDR5,Reliance Yearly Interval Fund -Series 5- Direct Plan- Dividend Reinvestment Option,Active,F ,10.00,INF204K01T73,,MF
535348,RMFINAFRG5,Reliance Yearly Interval Fund- Series 5- Growth Option,Active,F ,10.00,INF204K01T24,,MF
535349,BSLAPVDG,Aditya Birla Sun Life INTERVAL INCOME FUND - ANNUAL PLAN 5 DIRECT GROWTH,Active,F ,10.00,INF209K01J62,,MF
535350,RMFINAFRD5,Reliance Yearly Interval Fund- Series 5- Dividend Payout Option,Active,F ,10.00,INF204K01T32,,MF
535351,BSLAVDND,Aditya Birla Sun Life INTERVAL INCOME FUND - ANNUAL PLAN 5 DIRECT DIVIDEND,Active,F ,10.00,INF209K01J70,,MF
535352,RMFINAFRR5,Reliance Yearly Interval Fund- Series 5- Dividend Reinvestment Option,Active,F ,10.00,INF204K01T40,,MF
535353,BSLAVDQD,Birla Sun Life  interval Income Fund -Annual Plan V- Direct Plan (Qtly Dividend ),Active,F ,10.00,INF209K01J88,,MF
535354,BSLAPVRG,Aditya Birla Sun Life INTERVAL INCOME FUND - ANNUAL PLAN 5 REGULAR GROWTH,Active,F ,10.00,INF209K01J96,,MF
535355,BSLAPRND,Birla Sun Life  interval Income Fund -Annual Plan V- Regular Plan (Normal Dividend Payout),Active,F ,10.00,INF209K01K02,,MF
535356,BSLAPVRQ,Birla Sun Life  Interval Income Fund -Annual Plan V- Regular Plan (Qtly Dividend Payout),Active,F ,10.00,INF209K01K10,,MF
535371,KTKFMP100G,Kotak Mahindra Mutual Fund - Kotak FMP  Series  100 - Regular Plan (Growth option),Active,F ,10.00,INF174K01OD8,,MF
535374,KTKFMP100D,Kotak Mahindra Mutual Fund - Kotak FMP Series 100 - Regular Plan (Dividend option),Active,F ,10.00,INF174K01OE6,,MF
535375,KTKFMP100GD,Kotak Mahindra Mutual Fund - Kotak FMP  Series  100 - Direct Plan (Growth option),Active,F ,10.00,INF174K01OF3,,MF
535427,RFXXIII8DG,Reliance Fixed Horizon Fund XXIII- Series 8- Direct Plan Growth Option,Active,F ,10.00,INF204KB1221,,MF
535429,RFHXXIII8G,Reliance Fixed Horizon Fund- XXIII Series 8- Growth Option,Active,F ,10.00,INF204KB1205,,MF
535439,KTKFMP101G,Kotak Mahindra Mutual Fund - Kotak FMP  Series  101-371 Days - Regular Plan (Growth option),Active,F ,10.00,INF174K01OH9,,MF
535440,KTKFMP101D,Kotak Mahindra Mutual Fund - Kotak FMP Series 101-371 Days - Regular Plan (Dividend option),Active,F ,10.00,INF174K01OI7,,MF
535441,KTKFMP101GD,Kotak Mahindra Mutual Fund - Kotak FMP  Series  101- 371 Days - Direct Plan (Growth option),Active,F ,10.00,INF174K01OJ5,,MF
535442,KTKFMP102G,Kotak Mahindra Mutual Fund - Kotak FMP  Series  102-374 Days - Regular Plan (Growth option),Active,F ,10.00,INF174K01OP2,,MF
535443,KTKFMP102D,Kotak Mahindra Mutual Fund - Kotak FMP Series 102-374 Days - Regular Plan (Dividend option),Active,F ,10.00,INF174K01OQ0,,MF
535444,KTKFMP102GD,Kotak Mahindra Mutual Fund - Kotak FMP  Series  102- 374 Days - Direct Plan (Growth option),Active,F ,10.00,INF174K01OR8,,MF
535445,KTKFMP102DD,Kotak Mahindra Mutual Fund - Kotak FMP  Series  102- 374 Days - Direct Plan (Dividend option),Active,F ,10.00,INF174K01OS6,,MF
535468,RMFINAFDG6,Reliance Yearly Interval Fund- Series 6-Direct Plan Growth Option,Active,F ,10.00,INF204K01U13,,MF
535469,RMFINAFDD6,Reliance Yearly Interval Fund Series 6 Direct Plan- Dividend Payout Option,Active,F ,10.00,INF204K01U21,,MF
535470,RMFINAFDR6,Reliance Yearly Interval Fund -Series 6- Direct Plan- Dividend Reinvestment Option,Active,F ,10.00,INF204K01U39,,MF
535471,RMFINAFRG6,Reliance Yearly Interval Fund- Series 6- Growth Option,Active,F ,10.00,INF204K01T81,,MF
535472,RMFINAFRD6,Reliance Yearly Interval Fund- Series 6- Dividend Payout Option,Active,F ,10.00,INF204K01T99,,MF
535473,RMFINAFRR6,Reliance Yearly Interval Fund- Series 6- Dividend Reinvestment Option,Active,F ,10.00,INF204K01U05,,MF
535474,IPRU2053,ICICI Prudential Capital Protection Oriented Fund- Series III - Plan H - 60 Months Plan - R P C O,Active,F ,10.00,INF109K013V6,,MF
535475,IPRU2054,ICICI Prudential Capital Protection Oriented Fund- Series III - Plan H - 60 Months Plan -R P D O,Active,F ,10.00,INF109K014V4,,MF
535476,IPRU8253,ICICI Prudential Capital Protection Oriented Fund- Series III - Plan H - 60 Months Plan - D P C O,Active,F ,10.00,INF109K015V1,,MF
535477,IPRU8254,ICICI Prudential Capital Protection Oriented Fund- Series III - Plan H - 60 Months Plan - D P D O,Active,F ,10.00,INF109K016V9,,MF
535523,RMFINAFDD7,Reliance Yearly Interval Fund Series 7- Direct Plan- Dividend Payout Option,Active,F ,10.00,INF204K01U88,,MF
535524,RMFINAFDR7,Reliance Yearly Interval Fund -Series 7- Direct Plan- Dividend Reinvestment Option,Active,F ,10.00,INF204K01U96,,MF
535525,RMFINAFDG7,Reliance Yearly Interval Fund- Series 7-Direct Plan Growth Option,Active,F ,10.00,INF204K01U70,,MF
535526,RMFINAFRD7,Reliance Yearly Interval Fund- Series 7- Dividend Payout Option,Active,F ,10.00,INF204K01U54,,MF
535527,RMFINAFRR7,Reliance Yearly Interval Fund- Series 7- Dividend Reinvestment Option,Active,F ,10.00,INF204K01U62,,MF
535528,RMFINAFRG7,Reliance Yearly Interval Fund- Series 7- Growth Option,Active,F ,10.00,INF204K01U47,,MF
535622,IPRU2075,ICICI Prudential Multiple Yield Fund - Series 3 Plan C- Regular Plan Cumulative,Active,F ,10.00,INF109KB1VX9,,MF
535624,IPRU8275,ICICI Prudential Multiple Yield Fund - Series 3 Plan C -Direct Plan Cumulative,Active,F ,10.00,INF109KB1VZ4,,MF
535626,H1107M25DG,HDFC Mutual Fund - HDFC FMP 1107D May 2013 (1) - Direct Option- Growth Option,Active,F ,10.00,INF179K01R76,,MF
535627,H1107M25DD,HDFC FMP 1107D May 2013 (1)- Direct Option- Normal Dividend Option,Active,F ,10.00,INF179K01R84,,MF
535628,H1107M25DQ,HDFC FMP 1107D May 2013 (1)- Direct Option -Quarterly Dividend Option,Active,F ,10.00,INF179K01R92,,MF
535629,H1107M25DF,HDFC FMP 1107D May 2013 (1)- Direct Option- Flexi Option,Active,F ,10.00,INF179K01R68,,MF
535630,H1107M25RG,HDFC FMP 1107D May 2013 (1)- Regular Option- Growth Option,Active,F ,10.00,INF179K01S18,,MF
535631,H1107M25RD,HDFC FMP 1107D May 2013 (1) - Regular Option- Normal Dividend Option,Active,F ,10.00,INF179K01S26,,MF
535632,H1107M25RQ,HDFC FMP 1107D May 2013 (1) - Regular Option- - Quarterly Dividend Option,Active,F ,10.00,INF179K01S34,,MF
535633,H1107M25RF,HDFC FMP 1107D May 2013 (1)- Regular Option - Flexi Option,Active,F ,10.00,INF179K01S00,,MF
535635,IPRU2077,ICICI Prudential Multiple Yield Fund - Series 3 Plan D- Regular Plan Cumulative,Active,F ,10.00,INF109KB1WM0,,MF
535636,IPRU2078,ICICI Prudential Multiple Yield Fund - Series 3 Plan D-Regular Plan Dividend,Active,F ,10.00,INF109KB1WN8,,MF
535637,IPRU8277,ICICI Prudential Multiple Yield Fund - Series 3 Plan D -Direct Plan Cumulative,Active,F ,10.00,INF109KB1WO6,,MF
535638,IPRU8278,ICICI Prudential Multiple Yield Fund - Series 3 Plan D-Direct Plan Dividend,Active,F ,10.00,INF109KB1WP3,,MF
535668,IPRU2085,ICICI Prudential Multiple Yield Fund - Series 4- 1825 Days Plan A -Regular Plan Cumulative,Active,F ,10.00,INF109KA1269,,MF
535669,IPRU2086,ICICI Prudential Multiple Yield Fund - Series 4- 1825 Days Plan A -Regular Plan Dividend,Active,F ,10.00,INF109KA1277,,MF
535670,IPRU8285,ICICI Prudential Multiple Yield Fund - Series 4- 1825 Days Plan A -Direct Plan Cumulative,Active,F ,10.00,INF109KA1285,,MF
535671,IPRU8286,ICICI Prudential Multiple Yield Fund - Series 4- 1825 Days Plan A - Direct Plan Dividend,Active,F ,10.00,INF109KA1293,,MF
535689,RXXIII12DG,Reliance Fixed Horizon Fund XXIII- Series 12- Direct Plan Growth Option,Active,F ,10.00,INF204KB1908,,MF
535690,RFXXIII12G,Reliance Fixed Horizon Fund- XXIII Series 12 - Growth Option,Active,F ,10.00,INF204KB1924,,MF
535695,KTKFMP104G,Kotak Mahindra Mutual Fund - Kotak FMP  Series 104 - Non Direct Plan- Growth option,Active,F ,10.00,INF174K01OT4,,MF
535696,KTKFMP104D,Kotak Mahindra Mutual Fund - Kotak FMP 104 - Non Direct Plan- Dividend option,Active,F ,10.00,INF174K01OU2,,MF
535697,KTKFMP104GD,Kotak Mahindra Mutual Fund - Kotak FMP Series 104 - Direct Plan- Growth option,Active,F ,10.00,INF174K01OV0,,MF
535698,KTKFMP104DD,Kotak Mahindra Mutual Fund - Kotak FMP  Series  104 - Direct Plan-Dividend option,Active,F ,10.00,INF174K01OW8,,MF
535734,IPRU2091,ICICI Prudential Multiple Yield Fund - Series 4-1825 Days Plan B - Regular Plan Cumulative,Active,F ,10.00,INF109KA1483,,MF
535735,IPRU2092,ICICI Prudential Multiple Yield Fund - Series 4-1825 Days Plan B -Regular Plan Dividend,Active,F ,10.00,INF109KA1491,,MF
535736,IPRU8291,ICICI Prudential Multiple Yield Fund - Series 4-1825 Days Plan B -Direct Plan Cumulative,Active,F ,10.00,INF109KA1509,,MF
535737,IPRU8292,ICICI Prudential Multiple Yield Fund - Series 4-1825 Days Plan B -Direct Plan Dividend,Active,F ,10.00,INF109KA1517,,MF
535750,IPRU2095,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 days Plan D- Regular Plan Cumulative,Active,F ,10.00,INF109KA1566,,MF
535751,IPRU2096,ICICI Prudential Multiple Yield Fund - Series 4 -1825 days Plan D -Regular Plan Dividend,Active,F ,10.00,INF109KA1574,,MF
535752,IPRU8295,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 days Plan -Direct Plan Cumulative,Active,F ,10.00,INF109KA1582,,MF
535753,IPRU8296,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 days Plan D- Direct Plan Dividend,Active,F ,10.00,INF109KA1590,,MF
535841,AXISHYD5DG,Axis Hybrid Fund Series 5 (42-months close ended Debt Scheme) Direct Plan Growth,Active,F ,10.00,INF846K01YW0,,MF
535842,AXISHYD5DP,Axis Hybrid Fund Series 5 (42-months close ended Debt Scheme) Regular Plan Dividend Payout,Active,F ,10.00,INF846K01YT6,,MF
535843,AXISHYD5GP,Axis Hybrid Fund Series 5 ( 42-months close ended Debt Scheme) Regular Plan Growth,Active,F ,10.00,INF846K01YU4,,MF
535844,RFXXIV02DG,Reliance Fixed Horizon Fund XXIV- Series 2- Direct Plan Growth Option,Active,F ,10.00,INF204KB1BJ4,,MF
535845,RFXXIV02DD,Reliance Fixed Horizon Fund- XXIV Series 2- Direct Plan Dividend Payout Option,Active,F ,10.00,INF204KB1BK2,,MF
535846,RFHXXIX02G,Reliance Fixed Horizon Fund- XXIV Series 2  Growth Option,Active,F ,10.00,INF204KB1BH8,,MF
535847,RFXXIV02DP,Reliance Fixed Horizon Fund- XXIV Series 2-  Dividend Payout Option,Active,F ,10.00,INF204K018W7,,MF
535881,RFXXIV03DG,Reliance Fixed Horizon Fund XXIV- Series 3- Direct Plan Growth Option,Active,F ,10.00,INF204KB1BN6,,MF
